ID_Hash,Data,Competencia,Descricao,Valor,Parcela,Origem,Categoria,Status,Obs
bc0f59bbf001bc72,2026-04-14,2026-08,OTICAS VISAO PARC05/12,-R$ 69.99,5/12,PICPAY_CARTAO,Saúde,CONFIRMADO,
2850499c0b7e6470,2026-04-14,2026-09,OTICAS VISAO PARC06/12,-R$ 69.99,6/12,PICPAY_CARTAO,Saúde,CONFIRMADO,
610ac00df5fdf66e,2026-04-14,2026-10,OTICAS VISAO PARC07/12,-R$ 69.99,7/12,PICPAY_CARTAO,Saúde,CONFIRMADO,
bfbe29a6e2dae146,2026-04-14,2026-11,OTICAS VISAO PARC08/12,-R$ 69.99,8/12,PICPAY_CARTAO,Saúde,CONFIRMADO,
94e595cf364007c2,2026-04-14,2026-12,OTICAS VISAO PARC09/12,-R$ 69.99,9/12,PICPAY_CARTAO,Saúde,CONFIRMADO,
59b641577666502e,2026-04-14,2027-01,OTICAS VISAO PARC10/12,-R$ 69.99,10/12,PICPAY_CARTAO,Saúde,CONFIRMADO,
7f08a9eb3b5abf7e,2026-04-14,2027-02,OTICAS VISAO PARC11/12,-R$ 69.99,11/12,PICPAY_CARTAO,Saúde,CONFIRMADO,
f3f4406047ce498c,2026-04-14,2027-03,OTICAS VISAO PARC12/12,-R$ 69.99,12/12,PICPAY_CARTAO,Saúde,CONFIRMADO,
67cbf0e83bf5ad76,2026-06-14,2026-06,PASSAGEM AEREA FAMILIA PARC01/10,-R$ 312.40,1/10,PICPAY_CARTAO,Lazer,CONFIRMADO,
231a94f3d4612c57,2026-06-14,2026-07,PASSAGEM AEREA FAMILIA PARC02/10,-R$ 312.40,2/10,PICPAY_CARTAO,Lazer,CONFIRMADO,
5e27aa4d8e2312e5,2026-06-14,2026-08,PASSAGEM AEREA FAMILIA PARC03/10,-R$ 312.40,3/10,PICPAY_CARTAO,Lazer,CONFIRMADO,
386bfa6adff10e47,2026-06-14,2026-09,PASSAGEM AEREA FAMILIA PARC04/10,-R$ 312.40,4/10,PICPAY_CARTAO,Lazer,CONFIRMADO,
ac33e8ca8e9ef56b,2026-06-14,2026-10,PASSAGEM AEREA FAMILIA PARC05/10,-R$ 312.40,5/10,PICPAY_CARTAO,Lazer,CONFIRMADO,
082dcc97588fd8a2,2026-06-14,2026-11,PASSAGEM AEREA FAMILIA PARC06/10,-R$ 312.40,6/10,PICPAY_CARTAO,Lazer,CONFIRMADO,
9743e0f2859d51f2,2026-06-14,2026-12,PASSAGEM AEREA FAMILIA PARC07/10,-R$ 312.40,7/10,PICPAY_CARTAO,Lazer,CONFIRMADO,
0e66443ab2cc6995,2026-06-14,2027-01,PASSAGEM AEREA FAMILIA PARC08/10,-R$ 312.40,8/10,PICPAY_CARTAO,Lazer,CONFIRMADO,
1b62b6a4b547b26e,2026-06-14,2027-02,PASSAGEM AEREA FAMILIA PARC09/10,-R$ 312.40,9/10,PICPAY_CARTAO,Lazer,CONFIRMADO,
5ff99cf7f6b2157e,2026-06-14,2027-03,PASSAGEM AEREA FAMILIA PARC10/10,-R$ 312.40,10/10,PICPAY_CARTAO,Lazer,CONFIRMADO,
f1043e61621f2fa4,2026-07-14,2026-07,NOTEBOOK ESCOLA PARC01/08,-R$ 158.90,1/8,PICPAY_CARTAO,Educação,CONFIRMADO,
9f8168f71a84d5f9,2026-07-14,2026-08,NOTEBOOK ESCOLA PARC02/08,-R$ 158.90,2/8,PICPAY_CARTAO,Educação,CONFIRMADO,
d0a74f71b4fb7836,2026-07-14,2026-09,NOTEBOOK ESCOLA PARC03/08,-R$ 158.90,3/8,PICPAY_CARTAO,Educação,CONFIRMADO,
ee5ab5165096abdb,2026-07-14,2026-10,NOTEBOOK ESCOLA PARC04/08,-R$ 158.90,4/8,PICPAY_CARTAO,Educação,CONFIRMADO,
d05f637cd8812c01,2026-07-14,2026-11,NOTEBOOK ESCOLA PARC05/08,-R$ 158.90,5/8,PICPAY_CARTAO,Educação,CONFIRMADO,
174c3ae6264f772b,2026-07-14,2026-12,NOTEBOOK ESCOLA PARC06/08,-R$ 158.90,6/8,PICPAY_CARTAO,Educação,CONFIRMADO,
d4fd40f65b9e2c64,2026-07-14,2027-01,NOTEBOOK ESCOLA PARC07/08,-R$ 158.90,7/8,PICPAY_CARTAO,Educação,CONFIRMADO,
2cf28c1117918d2c,2026-07-14,2027-02,NOTEBOOK ESCOLA PARC08/08,-R$ 158.90,8/8,PICPAY_CARTAO,Educação,CONFIRMADO,
4f5ef08687d99c2a,2026-09-06,2026-10,MERCADO BOM PRECO,-R$ 187.32,,PICPAY_CARTAO,Alimentação,EM_ABERTO,Fatura aberta
